Hauptartikelnr;Artikelname;Hersteller;Beschreibung;Materialangaben;Geschlecht;Produktart;?rmel;Bein;Kragen;Herstellung;Taschenart;Grammatur;Material;Ursprungsland;Bildname
Z012;Workwear-Sweatshirt mit Kragen und Knopfleiste;Russell;"Gek?mmte, ringgesponnene Baumwolle, waschbar bis 60� C, trocknergeeignet, fleckenabweisende SpotShield?-Beschichtung, doppelschichtige Schulterpasse, gerippte Einfassung mit Elasthan an Bund und ?rmelb?ndchen, kunststoff?berzogene Metallkn?pfe, Ersatzknopf in der Seitennaht, Stifthalter oben am linken ?rmel, verl?ngertes R?ckenteil und kompakter Saum am Bund sch?tzen optimal vor Wind und K?lte.
";80% Baumwolle / 20% Polyester;Herren;Pullover;Langarm;;Knopfleiste;Konventionell;;300 g/m?;Baumwollgemisch;;z012.jpg
Z013;Workwear-Sweatshirt;Russell;"Gek?mmte, ringgesponnene Baumwolle - Innen angeraut -  Trocknergeeignet - Fleckenabweisende SpotShield?-Beschichtung -    Doppelschichtige Schulterpasse - Gerippte Einfassung mit Elasthan an Bund und ?rmelb?ndchen - Verl?ngertes R?ckenteil und kompakter Saum am Bund sch?tzen optimal vor Wind und K?lte - Elastischer Stifthalter oben am linken ?rmel - Waschbar bis 60 �C
";80% Baumwolle / 20% Polyester;Herren;Pullover;Langarm;;Rundhals;;;300 g/m?;Baumwollgemisch;;z013.jpg
Z014;Workwear Bodywarmer;Russell;Durchgehender Rei?verschluss mit Regenblende, elastische Krageneinkerbung, Trocknergeeignet und Waschbar bis 60� C, Verl?ngertes R?ckenteil, elastischer Einsatz am Armausschnitt, verst?rkter Aufh?nger, Verdeckte vertikale Rei?verschlussvordertaschen mit Innenfutter aus demselben Material, Rechte Brusttasche mit praktischen Unterteilungen, Gro?e Innentasche f?r Dokumente im DIN A4-Format, Zugang f?r Veredelungsarbeiten ?ber Rei?verschluss auf linker Brustseite, Fleckenabweisende DuPont? Teflon?-Beschichtung, 150g Polyester Wattierung, Au?enmaterial: 260 g/m?;Au?en: 65% Polyester / 35% Baumwolle, Innen: 100% Polyester;Herren;Westen;?rmellos;;Stehkragen;Konventionell;;260 g/m? (Au?enmaterial);Baumwollgemisch;CN;z014.jpg
Z015;Strapazierf?hige Workwear-Hose;Russell;Angegebene Gr??en entsprechen Jeans-Gr??en, Waschbar bis 60 � C, Trocknergeeignet, Fleckenabweisende Beschichtung durch DuPont?Teflon?, YKK-Rei?verschluss, Dreifachn?hte an Innenbein und Taschen?ffnungen, Handy-Innentasche unter Taillenbund und andere praktische Taschen, Verst?rktes Ges??teil, Cargotaschen an beiden Beinen, rechts mit praktischen Unterteilungen, Innen-Einschubtaschen f?r Kniepolster bis 21 x 15 cm Gr??e;65% Polyester / 35% Baumwolle;Herren;Arbeitshosen;;Lang;;Konventionell;;260 g/m?;Polyestergemisch;CN;z015.jpg
Z018;Workwear Soft Shell Jacket;Russell;Softshell-Material 3-lagig mit 4-Weg-Stretch, wasserabweisend bis 5000mm und atmungsaktiv bis 5000 g/m? pro 24 Std. (verschwei?te Membran), Gewebeoberfl?che mit Abperleffekt durch Du Pont?Teflon? DWR-Beschichtung, Ergonomischer Schnitt, vorgeformte Ellbogen, durchgehende Schulterpartie - keine Naht auf der Schulter, Schulterpartie und Ellbogen sowie Kragenbund und r?ckseitiger Bund in Kontrastfarbe Schwarz (schwarze Jacke vollst?ndig in Schwarz), Belastbarer YKK Vislon-Rei?veschlu? mit Zugband vorne, Innenliegende Regenblende und Rei?verschlussschutz am Kragen, Verdeckte vertikale Rei?verschlusstaschen vorne mit Zugband und grossz?gigem Zugang auch mit Arbeitshandschuhen zu bedienen, ?rmelbund mit innenliegendem flexiblen Einsatz f?r komfortablen Wetterschutz, Unterteilte Innentasche, Kordelzug im Bund, Verschweisstes strukturiertes Microfleece-Innenfutter (100% Polyester);Aussen : 96% Polyester / 4% Elasthan, Innen: 100% Polyester;Herren;Jacken;Langarm;;Stehkragen;Konventionell;;400 g/m?;Soft Shell;CN;z018.jpg
Z040F;Ladies SmartSoftshell Jacket;Russell;Schutz gegen Wind und K?lte, hohe Atmungsaktivit?t, Wasserabweisende Du PontTM Teflon? DWR-Beschichtung, Verschweisstes Microfleece-Innenfutter, Zwei Rei?verschlusstaschen, Verl?ngertes R?ckenteil, Nackenband, Eingefasste Innenn?hte am Rei?verschluss, Innenseitige Kopfh?rerf?hrung, Gestricktes Softshell-Material;100% Polyester;Damen;Jacken;Langarm;;Stehkragen;;;315 g/m?;Soft Shell;CN;z040f.jpg
Z040M;Men?s SmartSoftshell Jacket;Russell;Schutz gegen Wind und K?lte, hohe Atmungsaktivit?t, Wasserabweisende Du PontTM Teflon? DWR-Beschichtung, Verschweisstes Microfleece-Innenfutter, Zwei Rei?verschlusstaschen, Verl?ngertes R?ckenteil, Nackenband, Eingefasste Innenn?hte am Rei?verschluss, Gestricktes Softshell-Material, Innenseitige Kopfh?rerf?hrung;100% Polyester;Herren;Jacken;Langarm;;;;;315 g/m?;Soft Shell;CN;z040m.jpg
Z041F;Ladies SmartSoftshell Gilet;Russell;Hohe Atmungsaktivit?t, Wasserabweisende Du PontTM Teflon? DWR-Beschichtung, Verschwei?tes Microfleece-Innenfutter, Zwei Rei?verschluss-Taschen, Verl?ngertes R?ckenteil, Nackenband, Eingefasste Innenn?hte am Rei?verschluss, Innenseitige Kopfh?rerf?hrung, Gestricktes Softshell-Material;100% Polyester;Damen;Westen;;;;;;315 g/m?;Soft Shell;CN;z041f.jpg
Z041M;Men?s SmartSoftshell Gilet;Russell;Hohe Atmungsaktivit?t, Wasserabweisende Du Pont? Teflon? DWR-Beschichtung, Verschwei?tes Microfleece-Innenfutter, Zwei Rei?verschluss-Taschen, Verl?ngertes R?ckenteil, Nackenband, Eingefasste Innenn?hte am Rei?verschluss, Innenseitige Kopfh?rerf?hrung, Gestricktes Softshell-Material;100% Polyester;Herren;Westen;;;;;;315 g/m?;Soft Shell;CN;z041m.jpg
Z140;Softshell-Jacket;Russell;Atmungsaktives. 3-lagiges Soft Shell-Material, Winddicht und wasserabweisend (5.000 mm), Seitentaschen und Brusttasche mit Innenfutter sowie umgekehrten Rei?verschl?ssen mit Zugband, Rei?verschluss mit Regenblende und Rei?verschluss-Schutz am Kragen, Kordelzug im Saum. verl?ngertes R?ckenteil und individuell verstellbare ?rmelabschl?sse, Mit dem Au?engewebe verbundenes Microfleece-Futter, Trocknergeeignet bei niedriger Temperatur, Waschbar bis 40 �C;92% Polyester / 8% Elasthan;Herren;Jacken;Langarm;;Rei?verschluss;Konventionell;;340 g/m?;Polyestergemisch;CN;z140.jpg
Z140F;Ladies Softshell-Jacket;Russell;Atmungsaktives. 3-lagiges Soft Shell-Material, Winddicht und wasserabweisend (5.000 mm), Seitentaschen und Brusttasche mit Innenfutter sowie umgekehrten Rei?verschl?ssen mit Zugband, Rei?verschluss mit Regenblende und Rei?verschlus-Schutz am Kragen, Kordelzug im Saum. verl?ngertes R?ckenteil und individuell verstellbare ?rmelabschl?sse, Mit dem Au?engewebe verbundenes Microfleece-Futter, Trocknergeeignet bei niedriger Temperatur, Waschbar bis 40 �C, Femininer und taillierter Schnitt;92% Polyester / 8% Elasthan;Damen;Jacken;Langarm;;Rei?verschluss;Konventionell;;340 g/m?;Polyestergemisch;CN;z140f.jpg
Z141;Soft Shell-Gilet;Russell;Atmungsaktives dreilagiges Soft Shell-Material, Winddicht und wasserabweisend (5000 mm), Mit dem Au?engewebe verbundenes Microfleece-Futter, Seitentaschen und Brusttasche mit Innenfutter sowie Rei?verschl?ssen mit Zugband, Durchgehender Rei?verschluss mit Regenblende und Rei?verschluss-Schutz am Kragen, Kordelzug im Saum und verl?ngertes R?ckenteil, Trocknergeeignet bei niedriger Temperatur, Waschbar bis 40� C;92% Polyester / 8% Elasthan;Herren;Westen;?rmellos;;Stehkragen;Konventionell;;340 g/m?;Soft Shell;CN;z141.jpg
Z141F;Soft Shell-Gilet f?r Damen;Russell;Atmungsaktives dreilagiges Soft Shell-Material, Winddicht und wasserabweisend (5000 mm), Seitentaschen und Brusttasche mit Innenfutter sowie umgekehrten Rei?verschl?ssen mit Zugband, Durchgehender Rei?verschluss mit Regenblende und Rei?verschluss-Schutz am Kragen, Kordelzug im Saum und verl?ngertes R?ckenteil, Femininer und taillierter Schnitt, Mit dem Au?engewebe verbundenes Microfleece-Futter, Trocknergeeignet bei niedriger Temperatur, Waschbar bis 40� C;92% Polyester / 8% Elasthan;Damen;Westen;?rmellos;;Stehkragen;Konventionell;;340 g/m?;Soft Shell;CN;z141f.jpg
Z150K;Leichtes Kinder T-Shirt;Russell;Ringgesponnene Baumwolle, Sehr modernes leichtes Kinder T-Shirt, Sehr feine Oberfl?chenstruktur, Stabiles Kragen-B?ndchen, Schlauchwaren-Ausf?hrung f?r hohe Formbest?ndigkeit, Nackenband, Namensetikett;100% Baumwolle (Light Oxford: 93% Baumwolle / 7% Viskose);Kinder;T-Shirts;Kurzarm;;Rundhals;Konventionell;;140 g/m?, 145 g/m?;Baumwolle;MA;z150k.jpg
Z155F;Ladies Slim T;Russell;Ringgesponnene Baumwolle, Seitenn?hte f?r eine feminine Passform, Nackenband, Moderne Farbpalette;100% Baumwolle (Light Oxford: 93% Baumwolle / 7% Viskose);Damen;T-Shirts;Kurzarm;;Rundhals;;;140 g/m?, 145 g/m?;Baumwolle;MA;z155f.jpg
Z155K;Kids Slim T-Shirts;Russell;Gek?mmte. ringgesponnene Baumwolle, Langer. schmaler Schnitt, Nackenband, 1x1 Rippstrick-Kragen mit Absteppung, Schlauchwarenausf?hrung;;Kinder;T-Shirts;Kurzarm;;Rundhals;;;;Baumwolle;;z155k.jpg
Z155M;Men?s Slim Fit;Russell;Ringgesponnene Baumwolle, Schlauchwarenausf?hrung (Light Oxford mit Seitenn?hten), Nackenband, Moderne Farbpalette;100% Baumwolle (Light Oxford: 93% Baumwolle / 7% Viskose);Herren;T-Shirts;Kurzarm;;Rundhals;;;140 g/m?, 145 g/m?;Baumwolle;MA;z155m.jpg
Z165F;Ladies HD T-Shirts;Russell;Polybaumwoll-Gemisch aus 65% Polyester und 35% gek?mmter. ringgesponnener Baumwolle f?r weichen Griff und hohen Tragekomfort, L?nger geschnitten, Figurbetont, Schulter-zu-Schulter-Band, Seitenn?hte, Eignet sich perfekt f?r den Sublimationsdruck, RusselHDT;65% Polyester / 35% Baumwolle;Damen;T-Shirts;Kurzarm;;Rundhals;;;155 g/m?, 160 g/m?;Polyestergemisch;BD;z165f.jpg
Z165G;HD T-Shirts f?r M?dchen;Russell;Ringgesponnene. gek?mmte Baumwolle, Schmaler 1x1 Ripp-Kragen, Polybaumwollgemisch, Figurnah, Schulter-zu-Schulter-Nackenband, Entfernbares Haftetikett im Nackenbereich, Mit Seitenn?hten, Gem?? Worldwide Responsible Accredited Production (WRAP) zertifizierte Herstellung, Oeko-Tex? Standard 100 zertifiziert, RusselHDT;65% Polyester / 35% Baumwolle;Kinder;T-Shirts;Kurzarm;;Rundhals;;;155 g/m?, 160 g/m?;Polyestergemisch;BD;z165g.jpg
Z165K;HD T-Shirts f?r Jungen;Russell;Ringgesponnene. gek?mmte Baumwolle, Polybaumwollgemisch, Schmaler 1x1 Ripp-Kragen, Figurnah, Schulter-zu-Schulter-Nackenband, Entfernbares Haftetikett im Nackenbereich, Mit Seitenn?hten, Gem?? Worldwide Responsible Accredited Production (WRAP) zertifizierte Herstellung, Oeko-Tex? Standard 100 zertifiziert, RusselHDT;65% Polyester / 35% Baumwolle;Kinder;T-Shirts;Kurzarm;;Rundhals;;;155 g/m?, 160 g/m?;Polyestergemisch;BD;z165k.jpg
Z165M;Men?s HD T-Shirts;Russell;Polybaumwoll-Gemisch aus 65% Polyester und 35% gek?mmter. ringgesponnener Baumwolle f?r weichen Griff und hohen Tragekomfort, Figurbetonter Schnitt, Schulter-zu-Schulter-Band, Seitenn?hte, Eignet sich perfekt f?r den Sublimationsdruck, RusselHDT;65% Polyester / 35% Baumwolle;Herren;T-Shirts;Kurzarm;;Rundhals;;;155 g/m?;Polyestergemisch;BD;z165m.jpg
Z166F;HD Damen T-Shirts mit V-Ausschnitt;Russell;Ringgesponnene. gek?mmte Baumwolle, Femininer. etwas weiterer V-Ausschnitt, Schmale 1x1 Ripp-Kragen-Fassung, Polybaumwollgemisch, Figurnah, Schulter-zu-Schulter-Nackenband, Entfernbares Haftetikett im Nackenbereich, Mit Seitenn?hten, Gem?? Worldwide Responsible Accredited Production (WRAP) zertifizierte Herstellung, Oeko-Tex? Standard 100 zertifiziert, RusselHDT;65% Polyester / 35% Baumwolle;Damen;T-Shirts;Kurzarm;;V-Ausschnitt;;;155 g/m?, 160 g/m?;Polyestergemisch;BD;z166f.jpg
Z166G;HD T-Shirts mit V-Ausschnitt f?r M?dchen;Russell;Ringgesponnene. gek?mmte Baumwolle, Modischer. schmal eingefasster 1x1 Ripp-Kragen mit V-Ausschnitt, Polybaumwollgemisch, Figurnah, Schulter-zu-Schulter-Nackenband, Entfernbares Haftetikett im Nackenbereich, Mit Seitenn?hten, Gem?? Worldwide Responsible Accredited Production (WRAP) zertifizierte Herstellung, Oeko-Tex? Standard 100 zertifiziert, RusselHDT;65% Polyester / 35% Baumwolle;Kinder;T-Shirts;Kurzarm;;V-Ausschnitt;;;155 g/m?, 160 g/m?;Polyestergemisch;BD;z166g.jpg
Z166K;HD T-Shirts mit V-Ausschnitt f?r Jungen;Russell;Ringgesponnene. gek?mmte Baumwolle, Modischer. schmal eingefasster 1x1 Ripp-Kragen mit V-Ausschnitt, Polybaumwollgemisch, Figurnah, Schulter-zu-Schulter-Nackenband, Entfernbares Haftetikett im Nackenbereich, Mit Seitenn?hten, Gem?? Worldwide Responsible Accredited Production (WRAP) zertifizierte Herstellung, Oeko-Tex? Standard 100 zertifiziert, RusselHDT;65% Polyester / 35% Baumwolle;Kinder;T-Shirts;Kurzarm;;V-Ausschnitt;;;155 g/m?, 160 g/m?;Polyestergemisch;BD;z166k.jpg
Z166M;HD Herren T-Shirts mit V-Ausschnitt;Russell;Ringgesponnene. gek?mmte Baumwolle, Modischer. schmal eingefasster V-Ausschnitt, Schmale 1x1 Ripp-Kragen Einfassung, Polybaumwollgemisch, Figurnah, Schulter-zu-Schulter-Nackenband, Entfernbares Haftetikett im Nackenbereich, Mit Seitenn?hten, Gem?? Worldwide Responsible Accredited Production (WRAP) zertifizierte Herstellung, Oeko-Tex? Standard 100 zertifiziert, RusselHDT;65% Polyester / 35% Baumwolle;Herren;T-Shirts;Kurzarm;;V-Ausschnitt;;;155 g/m?, 160 g/m?;Polyestergemisch;BD;z166m.jpg
Z167F;Langarm HD T-Shirts f?r Frauen;Russell;Ringgesponnene. gek?mmte Baumwolle, Polybaumwollgemisch, Schmaler 1x1 Ripp-Kragen, Figurnah, Schulter-zu-Schulter-Nackenband, Entfernbares Haftetikett im Nackenbereich, Mit Seitenn?hten, Gem?? Worldwide Responsible Accredited Production (WRAP) zertifizierte Herstellung, Oeko-Tex? Standard 100 zertifiziert;65% Polyester / 35% Baumwolle;Damen;T-Shirts;Langarm;;Rundhals;;;155 g/m?, 160 g/m?;Polyestergemisch;BD;z167f.jpg
Z167G;Langarm HD T-Shirts f?r M?dchen;Russell;Ringgesponnene. gek?mmte Baumwolle, Polybaumwollgemisch, Schmaler 1x1 Ripp-Kragen, Figurnah, Schulter-zu-Schulter-Nackenband, Entfernbares Haftetikett im Nackenbereich, Mit Seitenn?hten, Gem?? Worldwide Responsible Accredited Production (WRAP) zertifizierte Herstellung, Oeko-Tex? Standard 100 zertifiziert;65% Polyester / 35% Baumwolle;Kinder;T-Shirts;Langarm;;Rundhals;;;155 g/m?, 160 g/m?;Polyestergemisch;BD;z167g.jpg
Z167K;Langarm HD T-Shirts f?r Jungen;Russell;Ringgesponnene. gek?mmte Baumwolle, Polybaumwollgemisch, Schmaler 1x1 Ripp-Kragen, Figurnah, Schulter-zu-Schulter-Nackenband, Entfernbares Haftetikett im Nackenbereich, Mit Seitenn?hten, Gem?? Worldwide Responsible Accredited Production (WRAP) zertifizierte Herstellung, Oeko-Tex? Standard 100 zertifiziert;65% Polyester / 35% Baumwolle;Kinder;T-Shirts;Langarm;;Rundhals;;;155 g/m?, 160 g/m?;Polyestergemisch;BD;z167k.jpg
Z167M;Langarm HD T-Shirts f?r Herren;Russell;Ringgesponnene. gek?mmte Baumwolle, Polybaumwollgemisch, Schmaler 1x1 Ripp-Kragen, Figurnah, Schulter-zu-Schulter-Nackenband, Entfernbares Haftetikett im Nackenbereich, Mit Seitenn?hten, Gem?? Worldwide Responsible Accredited Production (WRAP) zertifizierte Herstellung, Oeko-Tex? Standard 100 zertifiziert;65% Polyester / 35% Baumwolle;Herren;T-Shirts;Langarm;;Rundhals;;;155 g/m?, 160 g/m?;Polyestergemisch;BD;z167m.jpg
Z180;Silver Label T-Shirt;Russell;Ringgesponnene Baumwolle, Schlauchwarenausf?hrung f?r hohe Formbest?ndigkeit, Schulter-zu-Schulter-Nackenband, Decknahteinfassung am Kragen, Doppeln?hte an Arm- und Bundabschluss, Modischer 1x1 Rippkragen;100% Baumwolle (Light Oxford: 93% Baumwolle / 7% Viskose);Herren;T-Shirts;Kurzarm;;Rundhals;Konventionell;;Wei?: 175 g/m?, farbig: 180 g/m?;Baumwolle;MA;z180.jpg
Z180K;Kids Silver Label T-Shirt;Russell;Ringgesponnene Baumwolle, Schlauchwarenausf?hrung f?r hohe Formbest?ndigkeit, Modischer 1x1 Ripp-Kragen, Decknahteinfassung am Kragen, Schulter-zu-Schulter-Nackenband, Namensetikett;100% Baumwolle (Light Oxford: 93% Baumwolle / 7% Viskose);Kinder;T-Shirts;Langarm;;Rundhals;Konventionell;;175 g/m?, 180 g/m?;Baumwolle;MA;z180k.jpg
Z215;Gold Label T-Shirt;Russell;Gek?mmte, ringgesponnene Baumwolle, Decknahteinfassung am Kragen, Schlauchwarenausf?hrung f?r hohe Formbest?ndigkeit, Schulter-zu-Schulter-Nackenband, Modischer 1x1 Rippkragen;100% Baumwolle (Birch: 99% Baumwolle / 1% Viskose);Herren;T-Shirts;Kurzarm;;Rundhals;Konventionell;;210 g/m?, 215 g/m?;Baumwolle;MA;z215.jpg
Z262N;Authentic Sweatshirt;Russell;Gek?mmte. ringgesponnene Baumwolle, Angesetzte ?rmel, Gerader Schnitt f?r ein zeitgem??es Erscheinungsbild, Saum und B?ndchen weiter geschnitten, Schlankere Schulterpartie und ?rmel, Deckn?hte an Armausschnitten. B?ndchen und Saum, Nackenband in Fischgr?toptik, Seitenn?hte f?r optimale Passform, Luxuri?ses. 3-lagiges Material f?r hohen Tragekomfort und exzellente Performance;80% Baumwolle / 20% Polyester;Herren;Pullover;Langarm;;Rundhals;;;280 g/m?;Baumwollgemisch;KH;z262n.jpg
Z265;Authentic Hooded Sweat;Russell;80% gek?mmte. ringgesponnene Baumwolle / 20% Polyester, Zeitgem??er Schnitt und modernes Design, Modisch flaches Zugband mit Knopfloch-?sen, Zugband-F?hrung in der doppellagigen Kapuze, Schlankere Schulterpartie und ?rmel. nach vorne versetzte Schulternaht, Deckn?hte an Armausschnitten. B?ndchen und Saum, Nackenband in Fischgr?toptik, Kopfh?rer-Kabelf?hrung, Saum und B?ndchen weiter geschnitten, 3-lagige Konstruktion;80% Baumwolle / 20% Polyester;Herren;Pullover;Langarm;;Mit Kapuze;;;280 g/m?;Baumwollgemisch;KH;z265.jpg
Z265F;Ladies Authentic Hood;Russell;80% gek?mmte. ringgesponnene Baumwolle / 20% Polyester, Zeitgem??e. feminine Passform, Flache. breite Zugb?nder mit Knopfloch-?sen, Doppelschichtige Kapuze mit Zugbandkanal, Schmalere ?rmel mit nach vorn versetzten Schultern?hten, Deckn?hte an Armloch. ?rmelbund und Saum, Nackenband in Fischgr?toptik, Kopfh?rer-Kabelf?hrung, 3-lagige Konstruktion, Saum und B?ndchen weiter geschnitten;80% Baumwolle / 20% Polyester;Damen;Pullover;Langarm;;Mit Kapuze;;;280 g/m?;Baumwollgemisch;KH;z265f.jpg
Z266;Authentic Zipped Hood;Russell;80% gek?mmte. ringgesponnene Baumwolle / 20% Polyester, Gerader Schnitt f?r ein zeitgem??es Erscheinungsbild, Messingfarbener YKK-Rei?verschluss, Verdeckter Rei?verschluss f?r vollfl?chige Veredelung, Modisch flaches Zugband mit Knopfloch-?sen, Zugband-F?hrung in der doppellagigen Kapuze, Schlankere Schulterpartie und ?rmel. nach vorne versetzte Schulternaht, Deckn?hte an Armausschnitten. B?ndchen und Saum, Nackenband in Fischgr?toptik, Kopfh?rer-Kabelf?hrung, 3-lagige Konstruktion, Saum und B?ndchen weiter geschnitten;80% Baumwolle / 20% Polyester;Herren;Sweatjacken;Langarm;;Mit Kapuze;;;280 g/m?;Baumwollgemisch;KH;z266.jpg
Z266F;Ladies Authentic Zipped Hood;Russell;80% gek?mmte. ringgesponnene Baumwolle / 20% Polyester, Gerader Schnitt f?r ein zeitgem??es Erscheinungsbild, Messingfarbener YKK-Rei?verschluss, Verdeckter Rei?verschluss f?r vollfl?chige Veredelung, Modisch flaches Zugband mit Knopfloch-?sen, Zugband-F?hrung in der doppellagigen Kapuze, Schlankere Schulterpartie und ?rmel. nach vorne versetzte Schulternaht, Deckn?hte an Armausschnitten. B?ndchen und Saum, Nackenband in Fischgr?toptik, Kopfh?rer-Kabelf?hrung, 3-lagige Konstruktion, Saum und B?ndchen weiter geschnitten;80% Baumwolle / 20% Polyester;Damen;Sweatjacken;Langarm;;Mit Kapuze;;;280 g/m?;Baumwollgemisch;KH;z266f.jpg
Z267M;Men?s Authentic Sweat Jacket;Russell;Gek?mmte ringgesponnene Baumwolle, 3-lagiger Sweatshirt-Stoff, Gerader Schnitt, ?u?ere Schicht bietet eine exzellente Grundlage f?r die Veredelung, Nackenband in Fischgr?toptik, Abgesetzter Kadettkragen, Schlankere Schulterpartie und ?rmel. nach vorn versetzte Schulternaht, Saum und B?ndchen weiter geschnitten, Deckn?hte an Armausschnitten. B?ndchen und Saum, Abgesetzte Eingrifftaschen, YKK-Rei?verschluss in Antiksilber, Verdeckter Rei?verschluss f?r vollfl?chige Veredelung;80% Baumwolle, 20% Polyester ;Herren;Sweatjacken;;;;;; 280 g/m? ;Baumwollgemisch;;z267m.jpg
Z268F;Ladies? Authentic Jog Pant;Russell;"Gek?mmte. ringgesponnene Baumwolle, 3-lagiger Sweatshirt-Stoff, Zeitgem??er Schnitt und modernes Design
, Abgesetzte Seitentaschen mit verdecktem Rei?verschluss
, Aufgesetzte Ges??tasche
, Flaches. grobes Zugband mit Knopfloch?sen
, Rippenb?ndchen und Bund";;Damen;Jogginghosen;;;;;;;Baumwollgemisch;;z268f.jpg
Z268M;Men?s Authentic Jog Pant;Russell;"Gek?mmte ringgesponnene Baumwolle, 3-lagiger Sweatshirt-Stoff, Zeitgem??er Schnitt und modernes Design
, Abgesetzte Seitentaschen mit verdecktem Rei?verschluss
, Aufgesetzte Ges??tasche
, Flaches. grobes Zugband mit Knopfloch?sen
, Rippenb?ndchen und Bund";;Herren;Jogginghosen;;;;;;;Baumwollgemisch;;z268m.jpg
Z280F;Ladies? HD Raglan Sweat;Russell;"Gek?mmte ringgesponnene Baumwolle, Zeitgem??e. schmale Passform
, Kontrast Nackenband mit Ziernaht
, Bund und ?rmel mit ?berdecknaht
, Entfernbares Haftetikett im Nackenbereich
, French Terry-Ware (kein Fusseln. da nicht angerauht)";;Damen;Pullover;;;Rundhals;;;;Polyestergemisch;;z280f.jpg
Z280M;Men?s HD Raglan Sweat;Russell;"Gek?mmte ringgesponnene Baumwolle, Zeitgem??e. schmale Passform
, Kontrast Nackenband mit Ziernaht
, Bund und ?rmel mit ?berdecknaht
, Entfernbares Haftetikett im Nackenbereich
, French Terry-Ware (kein Fusseln. da nicht angerauht)";;Herren;Pullover;;;Rundhals;;;;Polyestergemisch;;z280m.jpg
Z281F;Ladies? HD Hooded Sweat;Russell;"Gek?mmte ringgesponnene Baumwolle, Zeitgem??e. schmale Passform
, Kontrast Nackenband mit Ziernaht
, Bund und ?rmel mit ?berdecknaht
, Entfernbares Haftetikett im Nackenbereich
, Kapuze mit Jersey-Futter und Zugband-F?hrung
, Farblich passendes Zugband mit Metallenden
, French Terry-Ware (kein Fusseln. da nicht angerauht)";;Damen;Pullover;;;Mit Kapuze;;;;Polyestergemisch;;z281f.jpg
Z281M;Men?s HD Hooded Sweat;Russell;"Gek?mmte ringgesponnene Baumwolle, Zeitgem??e. schmale Passform
, Kontrast Nackenband mit Ziernaht
, Bund und ?rmel mit ?berdecknaht
, Entfernbares Haftetikett im Nackenbereich
, Kapuze mit Jersey-Futter und Zugband-F?hrung
, Farblich passendes Zugband mit Metallenden
, French Terry-Ware (kein Fusseln. da nicht angerauht)";;Herren;Pullover;;;Mit Kapuze;;;;Polyestergemisch;;z281m.jpg
Z282M;Men?s HD 1/4 Zip Sweat;Russell;Zeitgem??e. schmale Passform, Kontrast Nackenband mit Ziernaht, Bund und ?rmel mit ?berdecknaht, Entfernbares Haftetikett im Nackenbereich, Abgesetzter Kadettkragen, Abgedeckter. farblich passender. kurzer Rei?verschluss mit Zugband, French Terry-Ware (kein Fusseln. da nicht angerauht);;Herren;Pullover;;;1/4-Rei?verschluss;;;;Polyestergemisch;;z282m.jpg
Z283F;Ladies? HD Jog Pant;Russell;"Zeitgem??e. schmale Passform
, Abgesetzte Eingrifftaschen
, Aufgesetzte Ges??tasche
, Farblich passendes Zugband mit Metallenden
, Rippenb?ndchen und Bund mit ?berdecknaht
, French Terry-Ware (kein Fusseln. da nicht angerauht)";;Damen;Jogginghosen;;;;;;;Polyestergemisch;;z283f.jpg
Z283M;Men?s HD Jog Pant;Russell;"Zeitgem??e. schmale Passform
, Abgesetzte Eingrifftaschen
, Aufgesetzte Ges??tasche
, Farblich passendes Zugband mit Metallenden
, Rippenb?ndchen und Bund mit ?berdecknaht
, French Terry-Ware (kein Fusseln. da nicht angerauht)";;Herren;Jogginghosen;;;;;;;Polyestergemisch;;z283m.jpg
Z310F;Tailliertes T-Shirt f?r Damen;Russell;Gek?mmte Baumwolle, Feiner Single-Jersey-Stretch f?r hohe Formbest?ndigkeit, Doppelnahteinfassung am Kragen mit gerippter Zierleiste, Femininer Schnitt und angeschnittene ?rmel;93% Baumwolle / 7% Elasthan (Light Oxford: 81% Baumwolle / 9% Polyester / 10% Elasthan);Damen;T-Shirts;Kurzarm;;Rundhals;Konventionell;;215 g/m?, 220 g/m?;Baumwollgemisch;PK;z310f.jpg
Z500;Hydra Shell 2000 Jacket;Russell;Rei?festes Rib-Stop-Nylon, Wasserdichtes Gewebe bis 2.000 mm (PU-Beschichtung), kritische N?hte verschwei?t, Atmungsaktiv: 2000 g/m? in 24 Stunden, Gewebeoberfl?che mit Abperleffekt (WR-Beschichtung), Individuell verstellbare ?rmelabschl?sse und Kordelzug im Saum, Moderner Schnitt und matte Oberfl?chenoptik, Regenblende und Rei?verschlussschutz am Kragen, Weicher Innenkragen, Komplett gef?ttert;100% Nylon;Herren;Jacken;Langarm;;Ohne Kapuze;Konventionell;;140 g/m?;Nylon;CN;z500.jpg
